Destination.City,Origin.City,Airline.Status,Age,Gender,Price.Sensitivity,Year.of.First.Flight,Flights.Per.Year,Loyalty,Type.of.Travel,Total.Freq.Flyer.Accts,Shopping.Amount.at.Airport,Eating.and.Drinking.at.Airport,Class,Day.of.Month,Flight.date,Partner.Code,Partner.Name,Origin.State,Destination.State,Scheduled.Departure.Hour,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Flight.Distance,Likelihood.to.recommend,olong,olat,dlong,dlat
Atlanta,Baton Rouge,Silver,54,Male,1,2006,50,-0.6949,Business travel,1,0,30,Eco,27,3/27/14,EV,FlyFast Airways Inc.,Louisiana,Georgia,17,6,0,No,62,448,7,-91.039,30.4279,-84.3319,33.8241
San Francisco,Denver,Platinum,39,Female,1,2003,2,0.5,Personal Travel,1,0,40,Eco,16,3/16/14,OU,Oursin Airlines Inc.,Colorado,California,17,13,1,No,134,967,10,-104.9551,39.7108,-122.1585,37.6712
Philadelphia,Miami,Silver,27,Male,1,2007,10,-0.3333,Business travel,0,0,81,Eco,17,1/17/14,US,Southeast Airlines Co.,Florida,Pennsylvania,7,0,0,No,128,1013,9,-80.2314,26.1756,-75.2984,39.9733
Detroit,New York,Silver,44,Male,1,2005,17,0.2609,Business travel,6,10,105,Eco,19,1/19/14,DL,Sigma Airlines Inc.,New York,Michigan,9,0,0,No,84,502,10,-73.9702,40.7184,-83.2276,42.49
Phoenix,Salt Lake City,Blue,42,Female,2,2004,0,1,Business travel,2,0,60,Eco,18,3/18/14,US,Southeast Airlines Co.,Utah,Arizona,13,0,0,No,73,507,7,-111.9295,40.6408,-111.97,33.4941
Denver,Springfield,Blue,73,Female,1,2009,36,-0.6364,Personal Travel,0,0,165,Eco,9,02-09-14,OO,Northwest Business Airlines Inc.,Missouri,Colorado,13,20,25,No,109,637,2,-93.2871,37.1489,-104.9551,39.7108
Akron,Boston,Silver,40,Female,1,2003,21,-0.05,Business travel,2,0,55,Eco,25,1/25/14,FL,FlyHere Airways,Massachusetts,Ohio,8,9,11,No,96,549,9,-71.1407,42.3731,-81.4919,41.0662
Los Angeles,Sacramento,Blue,61,Female,2,2005,1,0.8,Business travel,0,135,30,Eco,17,3/17/14,OO,Northwest Business Airlines Inc.,California,California,15,21,33,No,54,373,6,-121.3247,38.6386,-118.1043,33.9827
San Juan,New York,Blue,44,Female,1,2003,29,-0.5676,Personal Travel,0,0,0,Eco,11,03-11-14,B6,OnlyJets Airlines Inc.,New York,Puerto Rico,23,0,0,No,187,1598,3,-73.9702,40.7184,-66.1162,18.2882
Chicago,Green Bay,Gold,69,Female,1,2012,0,1,Business travel,0,30,20,Eco,23,1/23/14,EV,FlyFast Airways Inc.,Wisconsin,Illinois,11,0,0,No,37,173,2,-88.0395,44.5072,-87.8954,41.8271
Atlanta,Kansas City,Blue,59,Female,3,2012,7,-0.4,Business travel,0,0,15,Eco,24,2/24/14,FL,FlyHere Airways,Missouri,Georgia,10,0,0,No,88,692,6,-94.5949,39.0398,-84.3319,33.8241
Phoenix,Orlando,Blue,17,Male,2,2010,37,-0.85,Business travel,3,0,75,Eco,23,3/23/14,WN,Cheapseats Airlines Inc.,Florida,Arizona,17,12,34,No,286,1849,7,-81.4112,28.5844,-111.97,33.4941
Birmingham,Tampa,Blue,69,Female,1,2003,29,-0.4872,Personal Travel,0,0,240,Eco,22,1/22/14,WN,Cheapseats Airlines Inc.,Florida,Alabama,16,0,10,No,80,459,3,-82.5132,28.0062,-86.792,33.4691
Chicago,St. Louis,Blue,48,Male,1,2009,6,0.1429,Business travel,1,0,90,Eco,7,02-07-14,AA,Paul Smith Airlines Inc.,Missouri,Illinois,17,36,35,No,45,258,10,-90.3409,38.6307,-87.8954,41.8271
San Francisco,Austin,Blue,64,Male,2,2007,53,-0.9273,Mileage tickets,0,0,20,Eco,24,3/24/14,OO,Northwest Business Airlines Inc.,Texas,California,6,0,9,No,206,1504,5,-97.7615,30.3585,-122.1585,37.6712
Chicago,Washington,Gold,49,Male,2,2007,25,-0.3889,Business travel,1,5,60,Business,2,01-02-14,AA,Paul Smith Airlines Inc.,Virginia,Illinois,13,78,127,No,102,612,10,-77.1897,38.8974,-87.8954,41.8271
Albuquerque,Phoenix,Blue,61,Female,1,2004,44,-0.7255,Personal Travel,0,0,105,Eco Plus,11,03-11-14,WN,Cheapseats Airlines Inc.,Arizona,New Mexico,21,11,0,No,45,328,5,-111.97,33.4941,-106.6281,35.1434
Salt Lake City,Houston,Blue,38,Male,2,2012,8,-0.1429,Business travel,0,0,0,Eco,15,3/15/14,OU,Oursin Airlines Inc.,Texas,Utah,21,0,0,No,172,1195,6,-95.3935,29.7843,-111.9295,40.6408
Buffalo,Detroit,Blue,21,Female,1,2005,17,-0.3077,Personal Travel,1,100,185,Eco,9,03-09-14,DL,Sigma Airlines Inc.,Michigan,New York,21,0,0,No,43,241,7,-83.2276,42.49,-78.8237,42.9249
Charlotte,Hartford,Blue,65,Male,1,2005,55,-0.7742,Personal Travel,0,0,45,Eco,21,3/21/14,US,Southeast Airlines Co.,Connecticut,North Carolina,6,0,0,No,99,644,4,-72.6988,41.7401,-80.8158,35.2497
Detroit,Chicago,Gold,52,Female,2,2012,10,-0.1765,Business travel,0,0,20,Eco,11,03-11-14,OO,Northwest Business Airlines Inc.,Illinois,Michigan,12,0,0,No,58,235,9,-87.8954,41.8271,-83.2276,42.49
Detroit,Oklahoma City,Platinum,77,Male,1,2004,32,-0.6,Personal Travel,0,80,120,Eco Plus,5,03-05-14,EV,FlyFast Airways Inc.,Oklahoma,Michigan,17,0,0,No,106,900,6,-97.5243,35.5048,-83.2276,42.49
Portland,Denver,Blue,31,Male,1,2012,18,-0.7143,Business travel,4,3,70,Eco Plus,9,03-09-14,WN,Cheapseats Airlines Inc.,Colorado,Oregon,21,8,9,No,152,991,7,-104.9551,39.7108,-122.6511,45.5204
Columbus,Orlando,Silver,68,Female,2,2006,15,-0.6667,Personal Travel,0,0,135,Eco Plus,11,02-11-14,WN,Cheapseats Airlines Inc.,Florida,Ohio,13,21,14,No,109,802,7,-81.4112,28.5844,-82.9685,40.0212
St. Louis,Orlando,Blue,44,Female,2,2006,9,-0.5,Business travel,2,0,90,Eco,27,2/27/14,WN,Cheapseats Airlines Inc.,Florida,Missouri,16,23,19,No,130,882,10,-81.4112,28.5844,-90.3409,38.6307
Orlando,Baltimore,Platinum,72,Male,2,2011,15,-0.875,Personal Travel,0,60,45,Eco,14,3/14/14,WN,Cheapseats Airlines Inc.,Maryland,Florida,14,85,80,No,116,787,2,-76.6478,39.2341,-81.4112,28.5844
Denver,Los Angeles,Blue,35,Male,1,2011,8,-0.0667,Business travel,3,0,30,Business,20,1/20/14,MQ,EnjoyFlying Air Services,California,Colorado,21,52,35,No,106,862,4,-118.1043,33.9827,-104.9551,39.7108
Tampa,San Antonio,Blue,40,Female,1,2008,17,-0.1333,Business travel,2,0,30,Eco,14,2/14/14,WN,Cheapseats Airlines Inc.,Texas,Florida,16,9,7,No,115,972,5,-98.4754,29.5144,-82.5132,28.0062
Seattle,Minneapolis,Blue,61,Female,2,2010,12,-0.8462,Personal Travel,2,0,85,Eco,15,3/15/14,AS,FlyToSun Airlines Inc.,Minnesota,Washington,19,0,0,No,202,1399,7,-93.2798,44.9782,-122.2747,47.4684
Philadelphia,Houston,Silver,31,Female,1,2009,3,0.5714,Business travel,2,0,20,Eco,24,3/24/14,OU,Oursin Airlines Inc.,Texas,Pennsylvania,19,0,0,No,145,1325,6,-95.3935,29.7843,-75.2984,39.9733
Detroit,Houston,Blue,16,Male,1,2003,1,0.3333,Business travel,1,0,80,Eco,16,2/16/14,OU,Oursin Airlines Inc.,Texas,Michigan,10,0,0,No,144,1075,8,-95.3935,29.7843,-83.2276,42.49
Baltimore,Atlanta,Blue,16,Female,2,2008,17,-0.2593,Business travel,2,80,50,Eco Plus,22,3/22/14,DL,Sigma Airlines Inc.,Georgia,Maryland,17,0,0,No,80,577,9,-84.3319,33.8241,-76.6478,39.2341
Washington,Houston,Blue,22,Male,1,2003,0,1,Personal Travel,0,0,30,Eco,13,3/13/14,OU,Oursin Airlines Inc.,Texas,Virginia,7,0,0,No,145,1190,2,-95.3935,29.7843,-77.1897,38.8974
Chicago,Pittsburgh,Blue,27,Male,1,2010,14,-0.5556,Business travel,0,0,75,Eco,28,1/28/14,OU,Oursin Airlines Inc.,Pennsylvania,Illinois,15,32,20,No,73,413,10,-79.951,40.457,-87.8954,41.8271
Las Vegas,San Antonio,Silver,28,Male,1,2003,5,0,Business travel,0,10,45,Eco,26,3/26/14,WN,Cheapseats Airlines Inc.,Texas,Nevada,6,0,0,No,159,1069,5,-98.4754,29.5144,-115.1672,36.1349
Pittsburgh,Minneapolis,Silver,74,Male,1,2011,0,1,Mileage tickets,0,120,85,Eco,5,03-05-14,EV,FlyFast Airways Inc.,Minnesota,Pennsylvania,7,0,0,No,83,726,9,-93.2798,44.9782,-79.951,40.457
Jacksonville,Chicago,Blue,59,Male,1,2006,25,-0.8519,Business travel,0,30,65,Eco,3,03-03-14,EV,FlyFast Airways Inc.,Illinois,Florida,6,174,162,No,117,864,5,-87.8954,41.8271,-81.6427,30.2401
Miami,Denver,Blue,34,Female,1,2003,6,0.0769,Business travel,2,90,45,Eco,18,1/18/14,AA,Paul Smith Airlines Inc.,Colorado,Florida,23,78,69,No,193,1709,7,-104.9551,39.7108,-80.2314,26.1756
Boston,Washington,Blue,39,Male,1,2005,16,-0.0667,Business travel,3,15,90,Eco,3,02-03-14,B6,OnlyJets Airlines Inc.,Virginia,Massachusetts,15,5,1,No,56,399,10,-77.1897,38.8974,-71.1407,42.3731
Milwaukee,Phoenix,Blue,48,Female,1,2008,48,-0.6842,Personal Travel,0,0,39,Eco,17,2/17/14,US,Southeast Airlines Co.,Arizona,Wisconsin,11,0,22,No,206,1460,4,-111.97,33.4941,-88.1005,43.0557
Los Angeles,San Luis Obispo,Blue,40,Female,1,2007,13,0.4468,Personal Travel,2,0,180,Eco,19,1/19/14,OO,Northwest Business Airlines Inc.,California,California,8,39,33,No,39,156,4,-120.6655,35.2792,-118.1043,33.9827
San Francisco,Salt Lake City,Blue,49,Female,1,2003,28,-0.697,Business travel,0,60,15,Eco Plus,9,01-09-14,OO,Northwest Business Airlines Inc.,Utah,California,8,34,35,No,108,599,9,-111.9295,40.6408,-122.1585,37.6712
Kahului,San Francisco,Silver,56,Male,1,2008,38,-0.5833,Personal Travel,0,120,90,Eco,2,01-02-14,OU,Oursin Airlines Inc.,California,Hawaii,15,11,0,No,297,2338,10,-122.1585,37.6712,-156.4779,20.8864
Houston,Salt Lake City,Gold,37,Female,1,2004,6,0.6364,Personal Travel,3,15,85,Eco,24,3/24/14,DL,Sigma Airlines Inc.,Utah,Texas,20,0,8,No,140,1195,4,-111.9295,40.6408,-95.3935,29.7843
St. Louis,Phoenix,Silver,62,Female,2,2010,21,-0.4483,Personal Travel,0,15,90,Eco,3,02-03-14,WN,Cheapseats Airlines Inc.,Arizona,Missouri,9,0,0,No,134,1262,10,-111.97,33.4941,-90.3409,38.6307
Houston,Oklahoma City,Blue,52,Male,1,2007,42,-0.75,Business travel,1,15,45,Eco,12,03-12-14,WN,Cheapseats Airlines Inc.,Oklahoma,Texas,11,0,0,No,65,419,9,-97.5243,35.5048,-95.3935,29.7843
Washington,New York,Blue,31,Male,2,2005,24,-0.4118,Business travel,1,5,60,Eco,8,02-08-14,MQ,EnjoyFlying Air Services,New York,Virginia,14,0,0,No,46,213,10,-73.9702,40.7184,-77.1897,38.8974
El Paso,Phoenix,Silver,25,Female,2,2008,31,-0.9375,Mileage tickets,0,150,60,Eco,9,01-09-14,WN,Cheapseats Airlines Inc.,Arizona,Texas,10,14,11,No,47,347,10,-111.97,33.4941,-106.389,31.7802
Denver,Las Vegas,Blue,54,Female,1,2009,33,-0.5349,Personal Travel,0,0,30,Eco,4,03-04-14,F9,GoingNorth Airlines Inc.,Nevada,Colorado,13,27,25,No,82,628,3,-115.1672,36.1349,-104.9551,39.7108
Washington,Miami,Blue,15,Male,2,2004,12,-0.2632,Mileage tickets,2,0,30,Eco,17,2/17/14,AA,Paul Smith Airlines Inc.,Florida,Virginia,15,0,0,No,128,919,9,-80.2314,26.1756,-77.1897,38.8974
Chicago,Reno,Silver,31,Male,1,2003,13,0.037,Personal Travel,3,95,45,Eco,8,02-08-14,AA,Paul Smith Airlines Inc.,Nevada,Illinois,8,0,0,No,191,1671,7,-119.7959,39.5326,-87.8954,41.8271
Chicago,Charleston,Silver,33,Female,1,2010,7,0.0667,Business travel,3,161,10,Eco,1,01-01-14,OO,Northwest Business Airlines Inc.,South Carolina,Illinois,11,0,21,No,124,760,8,-80.0155,32.9023,-87.8954,41.8271
Atlanta,Cleveland,Platinum,54,Male,1,2010,10,-0.6667,Business travel,0,0,15,Eco,9,02-09-14,DL,Sigma Airlines Inc.,Ohio,Georgia,8,0,1,No,78,554,9,-81.6054,41.4436,-84.3319,33.8241
Salt Lake City,Phoenix,Blue,60,Female,1,2010,20,-0.8182,Mileage tickets,1,40,180,Eco,3,01-03-14,US,Southeast Airlines Co.,Arizona,Utah,21,34,69,No,92,507,7,-111.97,33.4941,-111.9295,40.6408
Tampa,Dayton,Blue,52,Female,2,2003,14,-0.5556,Business travel,0,0,165,Eco,22,3/22/14,FL,FlyHere Airways,Ohio,Florida,11,0,20,No,112,828,9,-84.1671,39.7549,-82.5132,28.0062
Boston,Chicago,Blue,31,Female,2,2008,17,-0.7,Business travel,2,43,60,Eco,5,02-05-14,AA,Paul Smith Airlines Inc.,Illinois,Massachusetts,19,0,0,Yes,94,867,9,-87.8954,41.8271,-71.1407,42.3731
Fayetteville,Detroit,Blue,66,Male,1,2007,37,-0.5745,Personal Travel,0,0,50,Eco,13,3/13/14,EV,FlyFast Airways Inc.,Michigan,Arkansas,19,4,0,No,103,715,3,-83.2276,42.49,-94.1798,36.2674
St. Louis,New York,Silver,36,Female,1,2012,6,-0.5,Business travel,1,15,15,Eco Plus,13,3/13/14,MQ,EnjoyFlying Air Services,New York,Missouri,14,69,97,No,127,888,8,-73.9702,40.7184,-90.3409,38.6307
Buffalo,New York,Silver,32,Female,1,2005,15,-0.25,Business travel,0,0,59,Eco,14,1/14/14,B6,OnlyJets Airlines Inc.,New York,New York,10,0,0,No,60,301,9,-73.9702,40.7184,-78.8237,42.9249
Monroe,Atlanta,Blue,49,Female,0,2003,61,-0.5443,Personal Travel,2,0,15,Eco,23,1/23/14,EV,FlyFast Airways Inc.,Georgia,Louisiana,13,11,28,No,89,448,3,-84.3319,33.8241,-92.1172,32.521
Detroit,New York,Blue,22,Female,1,2003,25,0.1228,Personal Travel,1,55,110,Eco,10,03-10-14,DL,Sigma Airlines Inc.,New York,Michigan,16,8,0,No,96,502,8,-73.9702,40.7184,-83.2276,42.49
Buffalo,Atlanta,Blue,19,Male,1,2003,8,-0.7778,Personal Travel,0,95,65,Eco,3,03-03-14,DL,Sigma Airlines Inc.,Georgia,New York,14,0,0,No,95,712,5,-84.3319,33.8241,-78.8237,42.9249
Dallas,Austin,Silver,64,Male,1,2008,18,-0.6364,Business travel,0,80,80,Eco,8,03-08-14,WN,Cheapseats Airlines Inc.,Texas,Texas,20,24,19,No,36,189,8,-97.7615,30.3585,-96.972,32.8127
Charlotte,Atlanta,Blue,52,Female,1,2003,22,-0.5714,Business travel,0,10,90,Business,7,01-07-14,DL,Sigma Airlines Inc.,Georgia,North Carolina,12,22,20,No,40,226,10,-84.3319,33.8241,-80.8158,35.2497
Phoenix,Las Vegas,Blue,62,Female,1,2011,34,-0.5455,Personal Travel,0,90,80,Eco Plus,4,02-04-14,US,Southeast Airlines Co.,Nevada,Arizona,12,19,17,No,47,255,5,-115.1672,36.1349,-111.97,33.4941
Denver,San Francisco,Blue,53,Male,1,2009,17,-0.4167,Business travel,1,0,105,Eco,22,1/22/14,OU,Oursin Airlines Inc.,California,Colorado,17,1,0,No,121,967,8,-122.1585,37.6712,-104.9551,39.7108
Paducah,Chicago,Blue,58,Male,2,2003,46,-0.8776,Personal Travel,0,0,0,Eco,16,2/16/14,OO,Northwest Business Airlines Inc.,Illinois,Kentucky,21,118,107,No,51,342,1,-87.8954,41.8271,-88.6264,37.0541
Phoenix,Santa Barbara,Blue,28,Female,2,2003,14,0,Personal Travel,2,5,105,Eco,2,01-02-14,OO,Northwest Business Airlines Inc.,California,Arizona,19,0,0,No,69,455,5,-119.7241,34.4275,-111.97,33.4941
Denver,Tucson,Blue,22,Female,1,2008,17,0.1053,Mileage tickets,3,30,30,Eco,20,3/20/14,OO,Northwest Business Airlines Inc.,Arizona,Colorado,7,0,0,No,88,639,9,-110.9461,32.2549,-104.9551,39.7108
New York,San Francisco,Silver,43,Female,2,2008,3,0.76,Business travel,1,30,45,Eco,28,2/28/14,OU,Oursin Airlines Inc.,California,New York,22,32,4,No,273,2586,9,-122.1585,37.6712,-73.9702,40.7184
Dayton,Atlanta,Silver,80,Male,2,2012,28,-0.931,Personal Travel,0,0,100,Eco,11,02-11-14,DL,Sigma Airlines Inc.,Georgia,Ohio,10,23,6,No,62,432,8,-84.3319,33.8241,-84.1671,39.7549
Houston,Charlotte,Silver,30,Male,1,2003,2,0.7647,Business travel,1,105,45,Eco,14,2/14/14,WN,Cheapseats Airlines Inc.,North Carolina,Texas,13,30,26,No,152,920,9,-80.8158,35.2497,-95.3935,29.7843
Chicago,Las Vegas,Gold,79,Male,1,2012,50,-0.8182,Personal Travel,0,0,20,Eco,15,2/15/14,OU,Oursin Airlines Inc.,Nevada,Illinois,6,0,0,No,173,1514,3,-115.1672,36.1349,-87.8954,41.8271
Pittsburgh,Phoenix,Blue,38,Male,1,2009,9,0.1429,Business travel,2,0,40,Eco,25,1/25/14,WN,Cheapseats Airlines Inc.,Arizona,Pennsylvania,11,0,0,No,215,1814,8,-111.97,33.4941,-79.951,40.457
New York,Milwaukee,Blue,54,Male,1,2003,10,-0.5385,Business travel,0,0,30,Eco,12,01-12-14,WN,Cheapseats Airlines Inc.,Wisconsin,New York,17,0,0,No,100,738,9,-88.1005,43.0557,-73.9702,40.7184
Minneapolis,Phoenix,Blue,24,Male,1,2010,17,-0.7895,Business travel,0,15,68,Eco,28,2/28/14,US,Southeast Airlines Co.,Arizona,Minnesota,16,64,47,No,147,1276,9,-111.97,33.4941,-93.2798,44.9782
Denver,Houston,Blue,22,Male,1,2009,21,-0.5556,Business travel,0,0,0,Eco,18,1/18/14,OU,Oursin Airlines Inc.,Texas,Colorado,11,0,0,No,123,862,6,-95.3935,29.7843,-104.9551,39.7108
Charlotte,Atlanta,Blue,80,Female,1,2010,35,-0.8919,Personal Travel,0,30,30,Eco,13,1/13/14,US,Southeast Airlines Co.,Georgia,North Carolina,13,0,0,No,40,226,6,-84.3319,33.8241,-80.8158,35.2497
Detroit,Cleveland,Silver,42,Female,1,2009,35,-0.5909,Business travel,1,0,30,Eco,1,03-01-14,EV,FlyFast Airways Inc.,Ohio,Michigan,6,0,0,No,23,95,8,-81.6054,41.4436,-83.2276,42.49
New York,San Francisco,Platinum,60,Female,1,2009,3,0.5,Business travel,0,0,130,Eco Plus,28,3/28/14,B6,OnlyJets Airlines Inc.,California,New York,8,0,0,No,291,2586,2,-122.1585,37.6712,-73.9702,40.7184
Kalispell,Salt Lake City,Blue,51,Female,2,2005,37,-0.9474,Business travel,1,10,20,Eco,18,3/18/14,OO,Northwest Business Airlines Inc.,Utah,Montana,15,0,4,No,90,531,9,-111.9295,40.6408,-114.3009,48.2181
Baltimore,Charlotte,Blue,22,Female,1,2007,13,-0.5294,Business travel,0,0,30,Eco Plus,21,3/21/14,WN,Cheapseats Airlines Inc.,North Carolina,Maryland,7,0,0,No,60,361,7,-80.8158,35.2497,-76.6478,39.2341
Baltimore,New York,Blue,31,Male,1,2012,15,-0.3636,Business travel,0,0,50,Eco,13,1/13/14,MQ,EnjoyFlying Air Services,New York,Maryland,16,0,0,No,41,184,9,-73.9702,40.7184,-76.6478,39.2341
Houston,Lafayette,Gold,59,Female,2,2003,34,-0.5455,Personal Travel,0,45,15,Eco,1,01-01-14,EV,FlyFast Airways Inc.,Louisiana,Texas,10,2,13,No,42,201,2,-92.0133,30.1654,-95.3935,29.7843
Philadelphia,Chicago,Silver,43,Female,2,2012,21,-0.68,Business travel,1,0,105,Eco Plus,28,2/28/14,WN,Cheapseats Airlines Inc.,Illinois,Pennsylvania,7,0,0,No,88,668,10,-87.8954,41.8271,-75.2984,39.9733
Charlotte,Cleveland,Blue,25,Male,1,2008,6,0.7143,Business travel,1,0,40,Eco,11,02-11-14,US,Southeast Airlines Co.,Ohio,North Carolina,8,0,1,No,78,430,9,-81.6054,41.4436,-80.8158,35.2497
Anchorage,Bethel,Blue,44,Male,1,2007,15,-0.25,Business travel,1,0,50,Eco,28,1/28/14,AS,FlyToSun Airlines Inc.,Alaska,Alaska,21,0,0,No,59,399,10,-161.7825,60.7949,-149.8472,61.1679
Orlando,Austin,Blue,20,Male,1,2007,54,-0.6875,Business travel,1,0,60,Eco,19,2/19/14,WN,Cheapseats Airlines Inc.,Texas,Florida,16,7,11,No,124,994,8,-97.7615,30.3585,-81.4112,28.5844
Atlanta,Detroit,Blue,36,Female,2,2009,29,-0.5676,Business travel,1,0,20,Eco,28,3/28/14,DL,Sigma Airlines Inc.,Michigan,Georgia,12,1,0,No,96,594,9,-83.2276,42.49,-84.3319,33.8241
Cincinnati,Los Angeles,Blue,56,Male,1,2006,25,-0.4706,Business travel,0,5,76,Eco,21,3/21/14,DL,Sigma Airlines Inc.,California,Kentucky,23,0,0,No,204,1900,10,-118.1043,33.9827,-84.462,39.1855
Montgomery,Atlanta,Blue,61,Female,2,2011,33,-0.6923,Personal Travel,0,0,30,Eco,6,02-06-14,EV,FlyFast Airways Inc.,Georgia,Alabama,9,14,2,No,29,147,5,-84.3319,33.8241,-86.2975,32.4
Los Angeles,Fresno,Blue,28,Female,2,2003,21,0,Mileage tickets,3,60,90,Eco,23,3/23/14,OO,Northwest Business Airlines Inc.,California,California,20,13,33,No,71,209,10,-119.7611,36.7878,-118.1043,33.9827
Houston,Columbus,Silver,50,Female,1,2012,46,-0.7037,Business travel,0,0,60,Eco,27,2/27/14,EV,FlyFast Airways Inc.,Ohio,Texas,14,26,12,No,149,986,5,-82.9685,40.0212,-95.3935,29.7843
Atlanta,Chicago,Blue,41,Male,1,2005,12,-0.2632,Business travel,2,50,90,Eco,21,3/21/14,DL,Sigma Airlines Inc.,Illinois,Georgia,10,5,0,No,76,591,8,-87.8954,41.8271,-84.3319,33.8241
Tampa,Hartford,Blue,23,Male,2,2003,32,-0.5238,Mileage tickets,0,0,20,Eco,5,02-05-14,B6,OnlyJets Airlines Inc.,Connecticut,Florida,9,0,0,Yes,94,1111,7,-72.6988,41.7401,-82.5132,28.0062
Elko,Salt Lake City,Blue,37,Female,1,2003,5,0.1667,Business travel,3,0,105,Eco,25,1/25/14,OO,Northwest Business Airlines Inc.,Utah,Nevada,20,0,0,No,37,200,10,-111.9295,40.6408,-115.7728,40.8368
Milwaukee,Chicago,Blue,74,Female,2,2006,36,-0.6744,Personal Travel,0,20,45,Eco,12,03-12-14,MQ,EnjoyFlying Air Services,Illinois,Wisconsin,9,0,0,Yes,94,67,7,-87.8954,41.8271,-88.1005,43.0557
Sacramento,Los Angeles,Silver,53,Male,2,2010,30,-0.875,Business travel,0,30,20,Eco,17,1/17/14,OO,Northwest Business Airlines Inc.,California,California,8,0,0,No,59,373,10,-118.1043,33.9827,-121.3247,38.6386
Salt Lake City,Las Vegas,Blue,66,Female,2,2007,33,-0.8333,Mileage tickets,0,0,10,Eco,6,03-06-14,DL,Sigma Airlines Inc.,Nevada,Utah,7,0,0,No,54,368,8,-115.1672,36.1349,-111.9295,40.6408
Phoenix,Baltimore,Blue,78,Male,1,2009,49,-0.6897,Personal Travel,0,10,85,Business,30,3/30/14,US,Southeast Airlines Co.,Maryland,Arizona,6,0,0,No,271,1999,5,-76.6478,39.2341,-111.97,33.4941
Houston,Albuquerque,Silver,79,Male,0,2008,53,-0.7667,Personal Travel,0,0,15,Eco,18,1/18/14,WN,Cheapseats Airlines Inc.,New Mexico,Texas,9,0,0,No,94,759,9,-106.6281,35.1434,-95.3935,29.7843
Austin,Baltimore,Blue,16,Male,1,2009,38,-0.617,Mileage tickets,2,0,60,Eco,30,3/30/14,WN,Cheapseats Airlines Inc.,Maryland,Texas,9,16,0,No,181,1342,9,-76.6478,39.2341,-97.7615,30.3585
Los Angeles,New Orleans,Blue,47,Male,2,2008,20,-0.4815,Personal Travel,1,1,90,Eco,13,1/13/14,DL,Sigma Airlines Inc.,Louisiana,California,7,0,0,No,236,1670,8,-90.1437,29.9547,-118.1043,33.9827
Tulsa,Chicago,Blue,18,Female,2,2006,17,-0.8889,Business travel,0,0,30,Eco,30,1/30/14,OO,Northwest Business Airlines Inc.,Illinois,Oklahoma,9,0,2,No,97,585,9,-87.8954,41.8271,-95.9013,36.1054
Dallas,New Orleans,Silver,39,Female,1,2003,14,0,Personal Travel,2,207,75,Business,19,2/19/14,WN,Cheapseats Airlines Inc.,Louisiana,Texas,19,0,0,No,70,436,7,-90.1437,29.9547,-96.972,32.8127
Las Vegas,Los Angeles,Blue,68,Female,2,2006,33,-0.6098,Personal Travel,0,45,60,Eco,25,2/25/14,WN,Cheapseats Airlines Inc.,California,Nevada,11,1,0,No,46,236,4,-118.1043,33.9827,-115.1672,36.1349
San Francisco,Chicago,Blue,45,Male,1,2006,0,1,Business travel,4,60,85,Eco,18,3/18/14,OU,Oursin Airlines Inc.,Illinois,California,10,5,0,No,252,1846,10,-87.8954,41.8271,-122.1585,37.6712
Houston,San Francisco,Platinum,40,Male,1,2010,8,0.619,Business travel,2,0,100,Eco,26,3/26/14,OU,Oursin Airlines Inc.,California,Texas,12,21,3,No,185,1635,10,-122.1585,37.6712,-95.3935,29.7843
Houston,Orlando,Silver,56,Male,1,2007,25,-0.7857,Business travel,0,0,60,Eco,23,1/23/14,OU,Oursin Airlines Inc.,Florida,Texas,6,0,3,No,146,854,9,-81.4112,28.5844,-95.3935,29.7843
Tampa,Cleveland,Blue,56,Female,1,2003,38,-0.7674,Mileage tickets,0,0,20,Eco,8,03-08-14,EV,FlyFast Airways Inc.,Ohio,Florida,11,0,6,No,146,927,7,-81.6054,41.4436,-82.5132,28.0062
Austin,Atlanta,Blue,19,Male,1,2009,24,-0.5,Business travel,1,0,20,Eco,26,3/26/14,DL,Sigma Airlines Inc.,Georgia,Texas,21,0,0,No,121,813,7,-84.3319,33.8241,-97.7615,30.3585
Atlanta,Washington,Blue,46,Male,1,2004,29,-0.381,Business travel,2,0,60,Eco,7,01-07-14,DL,Sigma Airlines Inc.,Virginia,Georgia,19,104,147,No,85,547,10,-77.1897,38.8974,-84.3319,33.8241
Minneapolis,Phoenix,Silver,53,Female,1,2011,10,-0.8182,Business travel,0,85,30,Eco Plus,5,01-05-14,US,Southeast Airlines Co.,Arizona,Minnesota,13,4,0,No,155,1276,9,-111.97,33.4941,-93.2798,44.9782
Los Angeles,Phoenix,Blue,55,Female,1,2011,25,-0.4286,Personal Travel,0,25,45,Eco,22,1/22/14,WN,Cheapseats Airlines Inc.,Arizona,California,20,15,10,No,58,370,4,-111.97,33.4941,-118.1043,33.9827
Chicago,Memphis,Blue,47,Female,2,2007,26,-0.4857,Personal Travel,0,10,15,Eco,30,1/30/14,MQ,EnjoyFlying Air Services,Tennessee,Illinois,6,0,0,No,87,491,7,-89.9179,35.0951,-87.8954,41.8271
